Page Title,URL,Num Of Pictures,Num Of Languages,Num Of References,Num Of Contents,Num Of Tables,Num Of Categories,Num Of Redirects,Views In 30 Last Days,Avg Views Per Day,Total Views,Num Of Edits
Teresa Rabal,https://en.wikipedia.org/wiki/Teresa_Rabal,4,9,1,4,0,13,0,327,3.519174041,8351,16
Jeeves and the Kid Clementina,https://en.wikipedia.org/wiki/Jeeves_and_the_Kid_Clementina,0,0,8,6,0,3,2,35,2.11967973,5030,12
Kresna–Razlog uprising,https://en.wikipedia.org/wiki/Kresna%E2%80%93Razlog_uprising,9,10,31,7,0,11,5,175,8.071217868,19153,229
"Coulee City, Washington","https://en.wikipedia.org/wiki/Coulee_City,_Washington",2,24,8,6,1,2,2,193,19.40792246,46055,111
Garrmish-e Naderlu,https://en.wikipedia.org/wiki/Garrmish-e_Naderlu,2,4,2,0,0,2,3,2,1.86852086,4434,5
"Cathedral Hill Historic District (St. Joseph, Missouri)","https://en.wikipedia.org/wiki/Cathedral_Hill_Historic_District_(St._Joseph,_Missouri)",3,0,2,0,0,8,0,37,1.525916561,3621,5
2002 European Athletics Indoor Championships – Men's pole vault,https://en.wikipedia.org/wiki/2002_European_Athletics_Indoor_Championships_%E2%80%93_Men%27s_pole_vault,1,0,0,3,3,2,1,14,3.073746313,7294,11
Lake Centre (electoral district),https://en.wikipedia.org/wiki/Lake_Centre_(electoral_district),0,1,0,0,4,1,1,28,2.716392752,6446,23
Lee County Library System (Florida),https://en.wikipedia.org/wiki/Lee_County_Library_System_(Florida),1,0,20,8,1,1,0,72,3.943952802,9359,81
Anna Surmilina,https://en.wikipedia.org/wiki/Anna_Surmilina,2,1,3,0,0,14,0,20,0.623261694,1479,2
Oscar A. C. Lund,https://en.wikipedia.org/wiki/Oscar_A._C._Lund,0,6,10,4,0,13,6,19,3.95111673,9376,57
Jungo Morita,https://en.wikipedia.org/wiki/Jungo_Morita,2,12,2,0,0,22,1,65,4.948166877,11742,58
Igor Zelensky,https://en.wikipedia.org/wiki/Igor_Zelensky,0,5,1,5,0,5,1,351,22.29372103,52903,54
Reginald Ho,https://en.wikipedia.org/wiki/Reginald_Ho,0,1,5,4,0,9,1,829,46.81795196,111099,46
Prestonia amazonica,https://en.wikipedia.org/wiki/Prestonia_amazonica,2,4,1,0,0,4,1,256,15.29245681,36289,21
William Hepburn Scott,https://en.wikipedia.org/wiki/William_Hepburn_Scott,1,0,0,0,0,4,0,13,1.89211968,4490,22
Abduraimov,https://en.wikipedia.org/wiki/Abduraimov,0,0,0,0,0,1,2,2,1.050147493,2492,7
Evgenios Papadopoulos,https://en.wikipedia.org/wiki/Evgenios_Papadopoulos,1,0,2,0,0,4,2,22,2.648546144,6285,22
Frontocnephalia,https://en.wikipedia.org/wiki/Frontocnephalia,1,1,2,0,0,3,0,2,0.683101559,1621,11
Automatik Text Reader,https://en.wikipedia.org/wiki/Automatik_Text_Reader,2,0,6,0,0,2,0,105,11.55541509,27421,16
Doug Okuniewicz,https://en.wikipedia.org/wiki/Doug_Okuniewicz,0,0,3,0,0,7,0,45,0.590391909,1401,14
Marian (1800 ship),https://en.wikipedia.org/wiki/Marian_(1800_ship),0,0,9,0,1,4,0,4,0.88706279,2105,5
Mangelia perminima,https://en.wikipedia.org/wiki/Mangelia_perminima,1,0,1,4,0,4,0,3,0.674673409,1601,8
Yuhi Sekiguchi,https://en.wikipedia.org/wiki/Yuhi_Sekiguchi,1,6,3,4,4,11,0,665,11.9384745,28330,153
Goodbye Blue Sky,https://en.wikipedia.org/wiki/Goodbye_Blue_Sky,0,10,5,9,0,9,1,"1,460",73.64517488,174760,405
Šandor Alexander,https://en.wikipedia.org/wiki/%C5%A0andor_Alexander,2,2,21,7,0,14,1,34,4.644332069,11021,88
Epidural lysis of adhesions,https://en.wikipedia.org/wiki/Epidural_lysis_of_adhesions,0,1,7,4,0,1,2,93,7.214496418,17120,22
Gandandre Gandu,https://en.wikipedia.org/wiki/Gandandre_Gandu,1,1,3,4,1,7,0,129,9.555415086,22675,21
Runiz,https://en.wikipedia.org/wiki/Runiz,3,15,4,0,0,3,7,14,4.471554994,10611,39
Chakrabongse Bhuvanath,https://en.wikipedia.org/wiki/Chakrabongse_Bhuvanath,22,7,2,0,1,14,6,853,36.29624947,86131,168
No Shade in the Shadow of the Cross,https://en.wikipedia.org/wiki/No_Shade_in_the_Shadow_of_the_Cross,1,0,4,0,0,6,0,324,20.7020649,49126,16
Alice Nayo,https://en.wikipedia.org/wiki/Alice_Nayo,2,3,1,0,0,4,1,12,1.9662874,4666,16
Cliff Hawkins (basketball),https://en.wikipedia.org/wiki/Cliff_Hawkins_(basketball),0,3,30,5,1,29,0,300,2.95111673,7003,31
Alfonso Zirpoli,https://en.wikipedia.org/wiki/Alfonso_Zirpoli,0,1,3,5,1,10,4,21,3.576906869,8488,32
"Berkovci, Križevci","https://en.wikipedia.org/wiki/Berkovci,_Kri%C5%BEevci",4,11,4,0,0,2,1,11,2.07922461,4934,13
Pigment Red 149,https://en.wikipedia.org/wiki/Pigment_Red_149,3,2,2,0,0,4,0,37,3.349768226,7949,6
Sarah Green (novelist),https://en.wikipedia.org/wiki/Sarah_Green_(novelist),2,1,0,0,0,3,0,18,3.011378003,7146,45
Richard Pitman,https://en.wikipedia.org/wiki/Richard_Pitman,1,0,0,0,0,7,1,605,16.1011378,38208,65
James Cope (cricketer),https://en.wikipedia.org/wiki/James_Cope_(cricketer),0,0,3,0,0,8,0,39,0.871470712,2068,5
Giant Surface Music Falling to Earth Like Jewels from the Sky,https://en.wikipedia.org/wiki/Giant_Surface_Music_Falling_to_Earth_Like_Jewels_from_the_Sky,2,0,2,5,2,5,0,38,3.142857143,7458,9
Megachile henrici,https://en.wikipedia.org/wiki/Megachile_henrici,0,5,1,0,0,3,0,7,1.552043826,3683,10
Nationwide Suspicious Activity Reporting Initiative,https://en.wikipedia.org/wiki/Nationwide_Suspicious_Activity_Reporting_Initiative,0,0,16,7,0,7,2,88,11.36325327,26965,54
James Cotten,https://en.wikipedia.org/wiki/James_Cotten,0,1,5,0,0,8,1,112,7.334176148,17404,99
Ptilothyris brachysema,https://en.wikipedia.org/wiki/Ptilothyris_brachysema,1,2,2,0,0,4,0,11,1.721871049,4086,9
Alphaville: The Singles Collection,https://en.wikipedia.org/wiki/Alphaville:_The_Singles_Collection,3,4,2,0,1,3,0,269,14.5785925,34595,66
Double-barrelled name,https://en.wikipedia.org/wiki/Double-barrelled_name,2,5,16,12,0,1,21,"12,977",526.7842394,1250059,651
Empire Stadium (Gżira),https://en.wikipedia.org/wiki/Empire_Stadium_(G%C5%BCira),14,6,3,4,0,5,2,255,0.190054783,451,76
Rugby union in Ireland,https://en.wikipedia.org/wiki/Rugby_union_in_Ireland,9,3,18,7,0,1,4,"1,162",82.59502739,195998,434
Anna Davia,https://en.wikipedia.org/wiki/Anna_Davia,0,5,0,0,0,4,0,16,1.171512853,2780,17
Walkhampton,https://en.wikipedia.org/wiki/Walkhampton,2,9,9,0,0,3,0,74,6.496418036,15416,23
Masa Saito,https://en.wikipedia.org/wiki/Masa_Saito,1,6,35,7,0,12,3,"2,188",126.8782132,301082,346
"Chestnut Mountain (Transylvania County, North Carolina)","https://en.wikipedia.org/wiki/Chestnut_Mountain_(Transylvania_County,_North_Carolina)",0,3,1,0,0,2,0,25,4.527180784,10743,13
Stenorhopalus annulata,https://en.wikipedia.org/wiki/Stenorhopalus_annulata,0,0,1,0,0,3,0,8,1.06573957,2529,9
Gag,https://en.wikipedia.org/wiki/Gag,3,11,2,5,0,1,6,"7,233",227.6203118,540143,614
Akihito Tokunaga,https://en.wikipedia.org/wiki/Akihito_Tokunaga,0,7,5,7,0,9,0,149,7.898019385,18742,59
September 5 (Eastern Orthodox liturgics),https://en.wikipedia.org/wiki/September_5_(Eastern_Orthodox_liturgics),16,1,44,8,0,1,2,54,5.287821323,12548,48
Tomoxia philippinensis,https://en.wikipedia.org/wiki/Tomoxia_philippinensis,0,3,1,0,0,3,0,6,1.500210704,3560,12
Erin Lindsay,https://en.wikipedia.org/wiki/Erin_Lindsay,1,0,14,4,0,9,0,"10,650",450.3105773,1068587,238
"Lamberton, Scottish Borders","https://en.wikipedia.org/wiki/Lamberton,_Scottish_Borders",1,0,9,11,0,3,2,187,8.342604298,19797,72
Lothar von Kunowski,https://en.wikipedia.org/wiki/Lothar_von_Kunowski,2,1,19,6,0,6,0,6,0.10450906,248,7
Empress Huyan (Liu Cong's wife),https://en.wikipedia.org/wiki/Empress_Huyan_(Liu_Cong%27s_wife),1,3,0,0,1,5,1,35,3.015592078,7156,33
John Hermann,https://en.wikipedia.org/wiki/John_Hermann,4,1,2,0,0,8,5,772,34.4327855,81709,60
Estádio Municipal de Abrantes,https://en.wikipedia.org/wiki/Est%C3%A1dio_Municipal_de_Abrantes,2,0,0,0,0,4,1,14,2.619469027,6216,13
Motajica,https://en.wikipedia.org/wiki/Motajica,2,9,0,0,0,2,0,61,3.226295828,7656,8
Jewel-babbler,https://en.wikipedia.org/wiki/Jewel-babbler,5,15,1,0,1,5,1,30,3.281921618,7788,52
Edmilson Alves,https://en.wikipedia.org/wiki/Edmilson_Alves,2,24,1,0,1,21,1,21,2.643067847,6272,79
List of political parties in Seychelles,https://en.wikipedia.org/wiki/List_of_political_parties_in_Seychelles,3,2,2,3,3,5,4,135,11.79898862,27999,45
Trevor H. Hall,https://en.wikipedia.org/wiki/Trevor_H._Hall,1,0,22,6,0,6,0,101,12.157185,28849,110
"Pine Hill Cemetery (Dover, New Hampshire)","https://en.wikipedia.org/wiki/Pine_Hill_Cemetery_(Dover,_New_Hampshire)",0,0,8,0,0,2,0,58,4.326590813,10267,13
Irving H. Bartlett,https://en.wikipedia.org/wiki/Irving_H._Bartlett,1,2,1,0,0,10,0,13,1.260008428,2990,22
Miss Ecuador 2007,https://en.wikipedia.org/wiki/Miss_Ecuador_2007,30,1,0,4,3,4,0,16,3.295828066,7821,60
Satit Ubolkhoa,https://en.wikipedia.org/wiki/Satit_Ubolkhoa,0,1,1,0,0,4,0,17,2.597134429,6163,27
Kitab salat al-sawai,https://en.wikipedia.org/wiki/Kitab_salat_al-sawai,1,1,1,4,0,2,0,94,4.852085967,11514,26
Lev Glavinchev,https://en.wikipedia.org/wiki/Lev_Glavinchev,1,1,19,3,0,9,0,58,0.975979772,2316,12
"Newtown Historic District (Newtown, Virginia)","https://en.wikipedia.org/wiki/Newtown_Historic_District_(Newtown,_Virginia)",4,0,3,0,0,5,0,24,2.262115466,5368,12
Changampuzha Nagar,https://en.wikipedia.org/wiki/Changampuzha_Nagar,1,0,8,0,0,1,0,55,3.638853772,8635,40
Thomas Eidem,https://en.wikipedia.org/wiki/Thomas_Eidem,2,5,1,0,0,7,2,8,1.791824694,4252,2
Max Ritvo,https://en.wikipedia.org/wiki/Max_Ritvo,5,1,26,6,0,11,1,767,14.7302992,34955,127
Mingha River,https://en.wikipedia.org/wiki/Mingha_River,1,3,0,0,0,4,0,6,1.983986515,4708,21
Emmanuel Noi Omaboe,https://en.wikipedia.org/wiki/Emmanuel_Noi_Omaboe,0,1,35,10,0,14,1,227,7.165613148,17004,227
Rendo,https://en.wikipedia.org/wiki/Rendo,0,0,0,0,0,1,0,16,1.264222503,3000,28
Beth Am,https://en.wikipedia.org/wiki/Beth_Am,2,0,6,5,0,4,0,65,6.05225453,14362,38
Albert Scott Crossfield,https://en.wikipedia.org/wiki/Albert_Scott_Crossfield,6,12,21,11,0,20,5,"1,536",102.5183312,243276,557
Alex Ranghieri,https://en.wikipedia.org/wiki/Alex_Ranghieri,1,6,1,0,0,8,0,31,4.728192162,11220,17
Sorare,https://en.wikipedia.org/wiki/Sorare,0,3,9,6,0,7,0,"8,539",42.37041719,100545,67
Yasushi Miyake,https://en.wikipedia.org/wiki/Yasushi_Miyake,1,2,1,0,0,7,0,10,0.604298357,1434,3
Rhinocoryne humboltdi,https://en.wikipedia.org/wiki/Rhinocoryne_humboltdi,3,3,1,0,0,3,0,30,1.201432786,2851,11
The Seeds,https://en.wikipedia.org/wiki/The_Seeds,1,9,38,7,1,6,3,"3,070",162.1803624,384854,491
Pittem,https://en.wikipedia.org/wiki/Pittem,8,28,1,0,0,2,3,97,13.1740413,31262,73
Sulawesi masked owl,https://en.wikipedia.org/wiki/Sulawesi_masked_owl,1,22,5,5,0,4,5,81,7.229667088,17156,57
Froment,https://en.wikipedia.org/wiki/Froment,0,0,0,0,0,2,0,25,3.581542351,8499,13
Henry C. McWhorter,https://en.wikipedia.org/wiki/Henry_C._McWhorter,1,1,5,0,0,14,0,17,2.082174463,4941,35
"Milia, Pieria","https://en.wikipedia.org/wiki/Milia,_Pieria",3,0,2,0,0,1,1,19,2.989043405,7093,8
Lossiemouth railway station,https://en.wikipedia.org/wiki/Lossiemouth_railway_station,2,0,2,0,1,9,0,44,3.484618626,8269,16
Daphne Brown,https://en.wikipedia.org/wiki/Daphne_Brown,0,2,7,0,0,14,2,28,3.799410029,9016,33
"Illiana, Illinois","https://en.wikipedia.org/wiki/Illiana,_Illinois",3,1,1,0,0,3,1,34,3.88706279,9224,20
The Society (ex Danse Society),https://en.wikipedia.org/wiki/The_Society_(ex_Danse_Society),1,0,2,3,0,9,0,52,4.383059418,10401,34
Domrke,https://en.wikipedia.org/wiki/Domrke,3,6,1,0,0,3,0,9,2.399072903,5693,18
2015–16 Eastern SC season,https://en.wikipedia.org/wiki/2015%E2%80%9316_Eastern_SC_season,21,0,25,7,15,2,1,14,2.254108723,5349,18
Monte Buckland,https://en.wikipedia.org/wiki/Monte_Buckland,2,3,3,0,0,4,1,22,2.429414244,5765,8
Grand Duke of Finland,https://en.wikipedia.org/wiki/Grand_Duke_of_Finland,6,10,2,6,1,1,10,"2,623",49.662874,117850,182
Carresse-Cassaber,https://en.wikipedia.org/wiki/Carresse-Cassaber,4,35,1,0,0,2,0,27,5.01011378,11889,47
Television Nagasaki,https://en.wikipedia.org/wiki/Television_Nagasaki,3,3,0,0,0,2,1,48,1.83480826,4354,11
Onconida,https://en.wikipedia.org/wiki/Onconida,3,1,2,0,0,2,0,9,1.325747998,3146,10
Tomáš Klouček,https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Klou%C4%8Dek,0,7,1,3,0,23,1,41,4.474504846,10618,59
It'll End in Tears,https://en.wikipedia.org/wiki/It%27ll_End_in_Tears,1,3,4,4,2,5,1,"3,422",110.8352297,263012,196
Achille et Déidamie,https://en.wikipedia.org/wiki/Achille_et_D%C3%A9idamie,2,3,0,0,0,6,1,15,3.198061525,7589,9
Wehali,https://en.wikipedia.org/wiki/Wehali,2,2,5,4,0,3,0,146,7.913611462,18779,38
Naach,https://en.wikipedia.org/wiki/Naach,2,9,5,6,0,9,3,544,8.702486304,20651,87
List of banks in New Hampshire,https://en.wikipedia.org/wiki/List_of_banks_in_New_Hampshire,2,0,1,52,0,2,0,108,7.751790982,18395,6
William O'Brien (actor),https://en.wikipedia.org/wiki/William_O%27Brien_(actor),5,0,5,4,0,7,0,30,2.748841129,6523,15
Lieke,https://en.wikipedia.org/wiki/Lieke,0,7,0,0,0,2,0,66,5.313527181,12609,20
Michael Bublé Meets Madison Square Garden,https://en.wikipedia.org/wiki/Michael_Bubl%C3%A9_Meets_Madison_Square_Garden,2,2,10,4,3,7,1,934,28.04340497,66547,116
Barbechat,https://en.wikipedia.org/wiki/Barbechat,5,36,2,4,0,3,0,12,3.122208175,7409,57
Barbarians in the Byzantine Empire,https://en.wikipedia.org/wiki/Barbarians_in_the_Byzantine_Empire,0,1,5,0,0,2,0,148,6.344289928,15055,11
"Ortaköy, Aksaray","https://en.wikipedia.org/wiki/Ortak%C3%B6y,_Aksaray",5,17,5,4,0,5,3,92,6.268436578,14875,103
Chanson D'Amour,https://en.wikipedia.org/wiki/Chanson_D%27Amour,1,2,17,7,1,16,2,"1,583",73.28276443,173900,167
Freddie Ryder,https://en.wikipedia.org/wiki/Freddie_Ryder,1,0,0,0,0,5,0,31,0.278128951,660,17
Hormathophylla,https://en.wikipedia.org/wiki/Hormathophylla,1,5,3,0,0,2,1,28,0.416350611,988,6
Rivers of Babylon,https://en.wikipedia.org/wiki/Rivers_of_Babylon,2,15,58,7,3,30,9,"14,029",394.2052255,935449,708
USS Damato (DD-871),https://en.wikipedia.org/wiki/USS_Damato_(DD-871),3,2,2,2,0,7,5,230,12.5840708,29862,59
Pierre Dangicourt,https://en.wikipedia.org/wiki/Pierre_Dangicourt,0,1,0,0,0,5,0,3,2.321112516,5508,15
Freedom and Justice Party (Egypt),https://en.wikipedia.org/wiki/Freedom_and_Justice_Party_(Egypt),2,27,40,7,1,12,5,"2,099",98.2246102,233087,641
Émerainville,https://en.wikipedia.org/wiki/%C3%89merainville,6,30,2,6,0,3,2,47,6.747576907,16012,56
Lard Midan,https://en.wikipedia.org/wiki/Lard_Midan,1,5,1,0,0,2,0,3,1.532237674,3636,7
Proteuchloris,https://en.wikipedia.org/wiki/Proteuchloris,1,1,0,0,0,3,0,6,1.769068689,4198,14
Mohtasham Kashani,https://en.wikipedia.org/wiki/Mohtasham_Kashani,2,3,4,0,0,7,3,147,1.506953224,3576,28
TicketSource,https://en.wikipedia.org/wiki/TicketSource,0,0,11,0,0,2,0,134,7.782132322,18467,50
RSRP,https://en.wikipedia.org/wiki/RSRP,0,0,1,0,0,1,0,"1,501",40.52886641,96175,10
List of awards and nominations received by Vikram,https://en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Vikram,2,0,31,2,15,1,1,"2,576",112.8141593,267708,162
Battle of Jerez,https://en.wikipedia.org/wiki/Battle_of_Jerez,5,6,8,3,0,7,1,198,10.91361146,25898,100
Kicking Bird,https://en.wikipedia.org/wiki/Kicking_Bird,3,6,7,7,0,5,1,506,23.73282764,56318,178
Archos Gmini series,https://en.wikipedia.org/wiki/Archos_Gmini_series,2,0,1,5,0,2,4,127,7.137800253,16938,48
Donggeochado,https://en.wikipedia.org/wiki/Donggeochado,2,2,2,0,0,4,2,233,9.394437421,22293,14
1970–71 1.Lig,https://en.wikipedia.org/wiki/1970%E2%80%9371_1.Lig,0,11,0,4,2,3,5,68,6.230931311,14786,49
Macclesfield F.C.,https://en.wikipedia.org/wiki/Macclesfield_F.C.,1,2,20,8,7,5,15,"25,265",92.91951117,220498,403
Paramesius,https://en.wikipedia.org/wiki/Paramesius,3,2,4,4,0,3,0,11,0.632111252,1500,6
James Dugan (director),https://en.wikipedia.org/wiki/James_Dugan_(director),0,2,4,0,1,5,0,33,2.648967552,6286,18
"Brodersby, Rendsburg-Eckernförde","https://en.wikipedia.org/wiki/Brodersby,_Rendsburg-Eckernf%C3%B6rde",11,30,2,9,0,3,1,30,3.240623683,7690,29
Victoria Longley,https://en.wikipedia.org/wiki/Victoria_Longley,2,5,4,5,1,11,3,149,6.653603034,15789,118
Ventricular outflow tract obstruction,https://en.wikipedia.org/wiki/Ventricular_outflow_tract_obstruction,1,2,2,3,0,4,4,299,35.84323641,85056,16
Coelogyninae,https://en.wikipedia.org/wiki/Coelogyninae,2,8,1,0,0,3,1,75,4.530130636,10750,14
Karin Hardt,https://en.wikipedia.org/wiki/Karin_Hardt,1,6,0,4,0,7,0,137,6.573535609,15599,56
Palatlakaha River,https://en.wikipedia.org/wiki/Palatlakaha_River,0,0,2,0,0,2,0,65,4.341340076,10302,15
"Macorna, Victoria","https://en.wikipedia.org/wiki/Macorna,_Victoria",1,0,2,4,0,1,1,40,3.647281922,8655,24
Maria Jeritza,https://en.wikipedia.org/wiki/Maria_Jeritza,1,16,3,0,0,11,10,389,23.52338812,55821,136
Vägga IP,https://en.wikipedia.org/wiki/V%C3%A4gga_IP,2,2,1,0,0,2,1,8,2.673409187,6344,9
Koreozercon,https://en.wikipedia.org/wiki/Koreozercon,0,0,1,0,0,2,0,3,0.566793089,1345,6
Nottingham lace curtain machine,https://en.wikipedia.org/wiki/Nottingham_lace_curtain_machine,7,0,8,5,0,4,0,123,6.447113359,15299,48
List of dormitory buildings,https://en.wikipedia.org/wiki/List_of_dormitory_buildings,0,0,1,4,0,1,0,52,5.658659924,13428,17
John Rea (horticulturalist),https://en.wikipedia.org/wiki/John_Rea_(horticulturalist),1,0,3,0,0,5,1,10,2.423935946,5752,13
So Under Pressure,https://en.wikipedia.org/wiki/So_Under_Pressure,2,2,14,8,1,6,0,157,10.00294985,23737,280
Yelansky (rural locality),https://en.wikipedia.org/wiki/Yelansky_(rural_locality),1,0,0,0,0,1,0,7,1.008849558,2394,2
Didik Wahyu,https://en.wikipedia.org/wiki/Didik_Wahyu,2,1,7,5,2,6,0,280,2.261694058,5367,51
2001 All-Ireland Senior Ladies' Football Championship Final,https://en.wikipedia.org/wiki/2001_All-Ireland_Senior_Ladies%27_Football_Championship_Final,3,0,1,0,0,5,0,38,3.159292035,7497,19
WTPS-LP,https://en.wikipedia.org/wiki/WTPS-LP,2,0,2,0,0,7,1,10,0.845343447,2006,6
Stachowski,https://en.wikipedia.org/wiki/Stachowski,0,1,0,0,0,2,1,14,2.361146228,5603,4
Detentions following the September 11 attacks,https://en.wikipedia.org/wiki/Detentions_following_the_September_11_attacks,2,0,11,4,0,2,8,317,40.58196376,96301,158
Haylands,https://en.wikipedia.org/wiki/Haylands,2,0,5,0,0,1,0,17,4.411293721,10468,52
1955 in Northern Ireland,https://en.wikipedia.org/wiki/1955_in_Northern_Ireland,1,0,1,8,0,4,0,21,3.08091024,7311,57
George Andrews (bishop),https://en.wikipedia.org/wiki/George_Andrews_(bishop),2,0,6,0,1,7,0,14,1.211546566,2875,13
FK Venta,https://en.wikipedia.org/wiki/FK_Venta,2,8,0,0,0,6,6,95,5.461019806,12959,60
Thomas Chambers (cricketer),https://en.wikipedia.org/wiki/Thomas_Chambers_(cricketer),2,0,2,0,0,6,2,6,0.731984829,1737,9
Foreign relations of Zanzibar,https://en.wikipedia.org/wiki/Foreign_relations_of_Zanzibar,1,1,1,0,0,3,0,19,2.260008428,5363,9
Filmography of environmentalism,https://en.wikipedia.org/wiki/Filmography_of_environmentalism,0,1,0,8,0,4,0,26,4.067003793,9651,15
"Ewing, Kentucky","https://en.wikipedia.org/wiki/Ewing,_Kentucky",1,28,8,5,0,3,2,154,9.295406658,22058,118
Chattanooga Locomotion,https://en.wikipedia.org/wiki/Chattanooga_Locomotion,2,0,1,5,4,12,0,32,4.85672145,11525,73
David Plombon,https://en.wikipedia.org/wiki/David_Plombon,0,0,5,0,0,7,2,22,1.947324062,4621,4
Tenpyō,https://en.wikipedia.org/wiki/Tenpy%C5%8D,2,17,9,5,1,4,2,202,10.89085546,25844,66
Bolivia women's national football team,https://en.wikipedia.org/wiki/Bolivia_women%27s_national_football_team,6,14,2,10,13,3,0,245,12.62494732,29959,127
Kasteel Heemstede,https://en.wikipedia.org/wiki/Kasteel_Heemstede,3,1,13,0,0,5,0,42,4.370838601,10372,16
Tang-e Kureh-ye Sofla,https://en.wikipedia.org/wiki/Tang-e_Kureh-ye_Sofla,2,4,2,0,0,2,0,7,1.431521281,3397,7
"Divorce Me, Darling!","https://en.wikipedia.org/wiki/Divorce_Me,_Darling!",1,0,3,5,0,4,1,102,9.275179098,22010,57
Winston-Salem State Rams men's basketball,https://en.wikipedia.org/wiki/Winston-Salem_State_Rams_men%27s_basketball,3,0,5,4,1,4,0,"1,143",35.40581542,84018,35
Gmina Hrubieszów,https://en.wikipedia.org/wiki/Gmina_Hrubiesz%C3%B3w,3,15,1,0,0,2,3,14,2.048040455,4860,17
List of Italian football transfers summer 2006 (August),https://en.wikipedia.org/wiki/List_of_Italian_football_transfers_summer_2006_(August),0,0,81,3,3,3,0,15,3.249473241,7711,34
Shaman (band),https://en.wikipedia.org/wiki/Shaman_(band),1,9,5,9,0,7,7,698,36.20480405,85914,377
Nature Coast,https://en.wikipedia.org/wiki/Nature_Coast,2,3,6,4,0,4,3,659,53.21449642,126278,145
Kate Gill,https://en.wikipedia.org/wiki/Kate_Gill,5,4,9,7,2,19,2,312,22.67593763,53810,119
Jim van Fessem,https://en.wikipedia.org/wiki/Jim_van_Fessem,2,7,4,4,1,14,0,46,3.699115044,8778,38
Total Performance,https://en.wikipedia.org/wiki/Total_Performance,5,0,4,5,0,1,0,67,4.608512432,10936,18
Manchester Victoria Reversing Sidings,https://en.wikipedia.org/wiki/Manchester_Victoria_Reversing_Sidings,2,0,4,0,0,3,0,148,2.800674252,6646,21
Rivonia Trial,https://en.wikipedia.org/wiki/Rivonia_Trial,9,17,34,13,0,7,5,"5,653",251.2267172,596161,538
Khalida Parveen,https://en.wikipedia.org/wiki/Khalida_Parveen,1,0,4,0,0,6,0,36,2.589549094,6145,24
Water Under the Bridge (miniseries),https://en.wikipedia.org/wiki/Water_Under_the_Bridge_(miniseries),1,0,5,0,0,4,1,79,4.94268858,11729,18
Antonio Rodríguez Medero,https://en.wikipedia.org/wiki/Antonio_Rodr%C3%ADguez_Medero,0,0,4,3,0,8,2,62,5.490518331,13029,77
Bakır shemaya,https://en.wikipedia.org/wiki/Bak%C4%B1r_shemaya,1,9,2,0,0,8,1,2,0.85840708,2037,35
Constance E. Padwick,https://en.wikipedia.org/wiki/Constance_E._Padwick,1,0,4,8,0,12,2,14,2.962073325,7029,68
"Charles Jones (basketball, born 1957)","https://en.wikipedia.org/wiki/Charles_Jones_(basketball,_born_1957)",0,7,0,5,2,22,0,452,28.14833544,66796,104
House of Representatives of the Philippines,https://en.wikipedia.org/wiki/House_of_Representatives_of_the_Philippines,17,25,38,14,5,3,10,"14,949",571.7475769,1356757,"1,200"
Paul Romero,https://en.wikipedia.org/wiki/Paul_Romero,0,4,2,5,0,6,2,"1,815",57.17530552,135677,99
Archibald Edward Glover,https://en.wikipedia.org/wiki/Archibald_Edward_Glover,2,1,1,0,0,8,0,41,3.499789296,8305,29
Euptera semirufa,https://en.wikipedia.org/wiki/Euptera_semirufa,2,2,2,0,0,3,0,4,1.771175727,4203,11
Beginning of human personhood,https://en.wikipedia.org/wiki/Beginning_of_human_personhood,1,3,59,8,0,3,10,"3,166",164.4214075,390172,571
Fritz Melbye,https://en.wikipedia.org/wiki/Fritz_Melbye,8,9,4,5,0,6,0,157,15.37968816,36496,60
